date,site_name,solar_generation_mw,renewable_energy_mwh,co2_avoided_kg,coal_saved_kg,trees_equivalent,co2_avoided_tons,coal_saved_tons,trees_equivalent_million
2021-04-09,Khavda Renewable Energy Park,12086.334195454852,70100.74,57482606.8,35050370.0,2612845.76,57482.61,35050.37,2.61
2021-04-10,Khavda Renewable Energy Park,13370.720836241891,77550.18,63591147.6,38775090.0,2890506.71,63591.15,38775.09,2.89
2021-04-11,Khavda Renewable Energy Park,13559.610244278068,78645.74,64489506.8,39322870.0,2931341.22,64489.51,39322.87,2.93
2021-04-12,Khavda Renewable Energy Park,14542.523685323304,84346.64,69164244.8,42173320.0,3143829.31,69164.24,42173.32,3.14
2021-04-13,Khavda Renewable Energy Park,14055.366762248104,81521.13,66847326.6,40760565.0,3038514.85,66847.33,40760.56,3.04
2021-04-14,Khavda Renewable Energy Park,12659.068629329602,73422.6,60206532.0,36711300.0,2736660.55,60206.53,36711.3,2.74
2021-04-15,Khavda Renewable Energy Park,11976.905039521233,69466.05,56962161.0,34733025.0,2589189.14,56962.16,34733.02,2.59
2021-04-16,Khavda Renewable Energy Park,13116.278233886786,76074.41,62381016.2,38037205.0,2835500.74,62381.02,38037.2,2.84
2021-04-17,Khavda Renewable Energy Park,10739.535305132033,62289.3,51077226.0,31144650.0,2321692.09,51077.23,31144.65,2.32
2021-04-18,Khavda Renewable Energy Park,12767.322111703934,74050.47,60721385.4,37025235.0,2760062.97,60721.39,37025.24,2.76
2021-04-19,Khavda Renewable Energy Park,7505.63836718274,43532.7,35696814.0,21766350.0,1622582.45,35696.81,21766.35,1.62
2021-04-20,Khavda Renewable Energy Park,8232.12898628442,47746.35,39152007.0,23873175.0,1779636.68,39152.01,23873.18,1.78
2021-04-21,Khavda Renewable Energy Park,13075.079828126827,75835.46,62185077.2,37917730.0,2826594.42,62185.08,37917.73,2.83
2021-04-22,Khavda Renewable Energy Park,12470.173919163604,72327.01,59308148.2,36163505.0,2695824.92,59308.15,36163.5,2.7
2021-04-23,Khavda Renewable Energy Park,12951.264981148688,75117.34,61596218.8,37558670.0,2799828.13,61596.22,37558.67,2.8
2021-04-24,Khavda Renewable Energy Park,9062.175415509952,52560.62,43099708.4,26280310.0,1959077.65,43099.71,26280.31,1.96
2021-04-25,Khavda Renewable Energy Park,11949.01502298262,69304.29,56829517.8,34652145.0,2583159.9,56829.52,34652.14,2.58
2021-04-26,Khavda Renewable Energy Park,11983.891575661642,69506.57,56995387.4,34753285.0,2590699.43,56995.39,34753.29,2.59
2021-04-27,Khavda Renewable Energy Park,13459.92049209206,78067.54,64015382.8,39033770.0,2909790.13,64015.38,39033.77,2.91
2021-04-28,Khavda Renewable Energy Park,13805.19882295936,80070.15,65657523.0,40035075.0,2984432.86,65657.52,40035.07,2.98
2021-04-29,Khavda Renewable Energy Park,9873.9179826554,57268.72,46960350.4,28634360.0,2134561.38,46960.35,28634.36,2.13
2021-04-30,Khavda Renewable Energy Park,9527.49963960765,55259.5,45312790.0,27629750.0,2059672.27,45312.79,27629.75,2.06
2021-05-01,Khavda Renewable Energy Park,3546.584214065435,20570.19,16867555.8,10285095.0,766707.08,16867.56,10285.09,0.77
2021-05-02,Khavda Renewable Energy Park,10825.738316555213,62789.28,51487209.6,31394640.0,2340327.71,51487.21,31394.64,2.34
2021-05-03,Khavda Renewable Energy Park,11684.74677348139,67771.53,55572654.6,33885765.0,2526029.75,55572.65,33885.76,2.53
2021-05-04,Khavda Renewable Energy Park,10494.301811046982,60866.95,49910899.0,30433475.0,2268677.23,49910.9,30433.48,2.27
2021-05-05,Khavda Renewable Energy Park,13576.797368395026,78745.42,64571244.4,39372710.0,2935056.56,64571.24,39372.71,2.94
2021-05-06,Khavda Renewable Energy Park,13190.222132938396,76503.29,62732697.8,38251645.0,2851486.26,62732.7,38251.64,2.85
2021-05-07,Khavda Renewable Energy Park,12003.939581973553,69622.85,57090737.0,34811425.0,2595033.5,57090.74,34811.43,2.6
2021-05-08,Khavda Renewable Energy Park,10154.097088531556,58893.76,48292883.2,29446880.0,2195131.05,48292.88,29446.88,2.2
2021-05-09,Khavda Renewable Energy Park,7304.966729604149,42368.81,34742424.2,21184405.0,1579201.1,34742.42,21184.4,1.58
2021-05-10,Khavda Renewable Energy Park,12499.67093479421,72498.09,59448433.8,36249045.0,2702201.54,59448.43,36249.04,2.7
2021-05-11,Khavda Renewable Energy Park,12233.050033858295,70951.69,58180385.8,35475845.0,2644562.99,58180.39,35475.84,2.64
2021-05-12,Khavda Renewable Energy Park,12508.129625539665,72547.15,59488663.0,36273575.0,2704030.14,59488.66,36273.57,2.7
2021-05-13,Khavda Renewable Energy Park,13056.254156749968,75726.27,62095541.4,37863135.0,2822524.61,62095.54,37863.14,2.82
2021-05-14,Khavda Renewable Energy Park,12241.694161391812,71001.83,58221500.6,35500915.0,2646431.85,58221.5,35500.92,2.65
2021-05-15,Khavda Renewable Energy Park,10549.12950307454,61184.95,50171659.0,30592475.0,2280529.95,50171.66,30592.48,2.28
2021-05-16,Khavda Renewable Energy Park,5223.276923364113,30295.01,24841908.2,15147505.0,1129177.65,24841.91,15147.5,1.13
2021-05-17,Khavda Renewable Energy Park,1417.564985446668,8221.88,6741941.6,4110940.0,306451.89,6741.94,4110.94,0.31
2021-05-18,Khavda Renewable Energy Park,314.6110570451238,1824.74,1496286.8,912370.0,68013.04,1496.29,912.37,0.07
2021-05-19,Khavda Renewable Energy Park,1628.2884538973274,9444.07,7744137.4,4722035.0,352006.25,7744.14,4722.04,0.35
2021-05-20,Khavda Renewable Energy Park,10683.160341534069,61962.33,50809110.6,30981165.0,2309505.03,50809.11,30981.16,2.31
2021-05-21,Khavda Renewable Energy Park,11180.30836158949,64845.79,53173547.8,32422895.0,2416979.45,53173.55,32422.9,2.42
2021-05-22,Khavda Renewable Energy Park,11502.264496849955,66713.13,54704766.6,33356565.0,2486580.3,54704.77,33356.56,2.49
2021-05-23,Khavda Renewable Energy Park,11104.318370432136,64405.05,52812141.0,32202525.0,2400551.86,52812.14,32202.52,2.4
2021-05-24,Khavda Renewable Energy Park,12971.976156205235,75237.46,61694717.2,37618730.0,2804305.33,61694.72,37618.73,2.8
2021-05-25,Khavda Renewable Energy Park,10660.479157921,61830.78,50701239.6,30915390.0,2304601.8,50701.24,30915.39,2.3
2021-05-26,Khavda Renewable Energy Park,10488.908675654347,60835.67,49885249.4,30417835.0,2267511.34,49885.25,30417.84,2.27
2021-05-27,Khavda Renewable Energy Park,10346.884872068094,60011.93,49209782.6,30005965.0,2236808.3,49209.78,30005.96,2.24
2021-05-28,Khavda Renewable Energy Park,12315.887249444047,71432.15,58574363.0,35716075.0,2662471.05,58574.36,35716.07,2.66
2021-05-29,Khavda Renewable Energy Park,10669.7435046008,61884.51,50745298.2,30942255.0,2306604.46,50745.3,30942.26,2.31
2021-05-30,Khavda Renewable Energy Park,7487.11202044635,43425.25,35608705.0,21712625.0,1618577.5,35608.7,21712.62,1.62
2021-05-31,Khavda Renewable Energy Park,11944.15007624386,69276.07,56806377.4,34638035.0,2582108.06,56806.38,34638.04,2.58
2021-06-01,Khavda Renewable Energy Park,10456.086251056082,60645.3,49729146.0,30322650.0,2260415.73,49729.15,30322.65,2.26
2021-06-02,Khavda Renewable Energy Park,12183.092852939288,70661.94,57942790.8,35330970.0,2633763.22,57942.79,35330.97,2.63
2021-06-03,Khavda Renewable Energy Park,9879.817694848758,57302.94,46988410.8,28651470.0,2135836.85,46988.41,28651.47,2.14
2021-06-04,Khavda Renewable Energy Park,9239.302792272876,53587.96,43942127.2,26793980.0,1997369.42,43942.13,26793.98,2.0
2021-06-05,Khavda Renewable Energy Park,12403.6971361948,71941.44,58991980.8,35970720.0,2681453.67,58991.98,35970.72,2.68
2021-06-06,Khavda Renewable Energy Park,12869.84573756443,74645.11,61208990.2,37322555.0,2782226.83,61208.99,37322.56,2.78
2021-06-07,Khavda Renewable Energy Park,13083.113339047415,75882.06,62223289.2,37941030.0,2828331.33,62223.29,37941.03,2.83
2021-06-08,Khavda Renewable Energy Park,9977.381731689758,57868.81,47452424.2,28934405.0,2156928.37,47452.42,28934.4,2.16
2021-06-09,Khavda Renewable Energy Park,9144.734160667833,53039.46,43492357.2,26519730.0,1976925.33,43492.36,26519.73,1.98
2021-06-10,Khavda Renewable Energy Park,11380.693453032183,66008.02,54126576.4,33004010.0,2460298.93,54126.58,33004.01,2.46
2021-06-11,Khavda Renewable Energy Park,9967.975881244178,57814.26,47407693.2,28907130.0,2154895.15,47407.69,28907.13,2.15
2021-06-12,Khavda Renewable Energy Park,7402.127450167866,42932.34,35204518.8,21466170.0,1600205.4,35204.52,21466.17,1.6
2021-06-13,Khavda Renewable Energy Park,7195.795585617784,41735.61,34223200.2,20867805.0,1555600.01,34223.2,20867.8,1.56
2021-06-14,Khavda Renewable Energy Park,5846.2346918265885,33908.16,27804691.2,16954080.0,1263849.6,27804.69,16954.08,1.26
2021-06-15,Khavda Renewable Energy Park,6328.354383129775,36704.46,30097657.2,18352230.0,1368075.33,30097.66,18352.23,1.37
2021-06-16,Khavda Renewable Energy Park,4902.182312983406,28432.66,23314781.2,14216330.0,1059762.78,23314.78,14216.33,1.06
2021-06-17,Khavda Renewable Energy Park,10400.916118658644,60325.31,49466754.2,30162655.0,2248488.83,49466.75,30162.66,2.25
2021-06-18,Khavda Renewable Energy Park,7494.331840468485,43467.12,35643038.4,21733560.0,1620138.11,35643.04,21733.56,1.62
2021-06-19,Khavda Renewable Energy Park,2264.2564491277967,13132.69,10768805.8,6566345.0,489491.17,10768.81,6566.34,0.49
2021-06-20,Khavda Renewable Energy Park,2354.6202232493497,13656.8,11198576.0,6828400.0,509026.18,11198.58,6828.4,0.51
2021-06-21,Khavda Renewable Energy Park,6286.372450296636,36460.96,29897987.2,18230480.0,1358999.42,29897.99,18230.48,1.36
2021-06-22,Khavda Renewable Energy Park,8280.72173255375,48028.19,39383115.8,24014095.0,1790141.63,39383.12,24014.1,1.79
2021-06-23,Khavda Renewable Energy Park,10944.818631867794,63479.95,52053559.0,31739975.0,2366070.86,52053.56,31739.98,2.37
2021-06-24,Khavda Renewable Energy Park,5095.156416167103,29551.91,24232566.2,14775955.0,1101480.28,24232.57,14775.96,1.1
2021-06-25,Khavda Renewable Energy Park,7077.287708797026,41048.27,33659581.4,20524135.0,1529980.97,33659.58,20524.13,1.53
2021-06-26,Khavda Renewable Energy Park,5544.481021850663,32157.99,26369551.8,16078995.0,1198615.99,26369.55,16079.0,1.2
2021-06-27,Khavda Renewable Energy Park,12096.634300220903,70160.48,57531593.6,35080240.0,2615072.44,57531.59,35080.24,2.62
2021-06-28,Khavda Renewable Energy Park,7660.714036944398,44432.14,36434354.8,22216070.0,1656107.04,36434.35,22216.07,1.66
2021-06-29,Khavda Renewable Energy Park,8771.316695887263,50873.64,41716384.8,25436820.0,1896199.31,41716.38,25436.82,1.9
2021-06-30,Khavda Renewable Energy Park,6024.191713866154,34940.31,28651054.2,17470155.0,1302320.65,28651.05,17470.16,1.3
2021-07-01,Khavda Renewable Energy Park,5482.45338165099,31798.23,26074548.6,15899115.0,1185206.75,26074.55,15899.12,1.19
2021-07-02,Khavda Renewable Energy Park,6242.510689478328,36206.56,29689379.2,18103280.0,1349517.24,29689.38,18103.28,1.35
2021-07-03,Khavda Renewable Energy Park,5450.154812518823,31610.9,25920938.0,15805450.0,1178224.45,25920.94,15805.45,1.18
2021-07-04,Khavda Renewable Energy Park,6326.807087485406,36695.48,30090293.6,18347740.0,1367740.62,30090.29,18347.74,1.37
2021-07-05,Khavda Renewable Energy Park,8295.823563483404,48115.78,39454939.6,24057890.0,1793406.35,39454.94,24057.89,1.79
2021-07-06,Khavda Renewable Energy Park,6146.809336876181,35651.49,29234221.8,17825745.0,1328828.26,29234.22,17825.74,1.33
2021-07-07,Khavda Renewable Energy Park,8078.856060451832,46857.37,38423043.4,23428685.0,1746501.97,38423.04,23428.68,1.75
2021-07-08,Khavda Renewable Energy Park,1760.1555503375378,10208.9,8371298.0,5104450.0,380513.55,8371.3,5104.45,0.38
2021-07-09,Khavda Renewable Energy Park,2884.1286826731066,16727.95,13716919.0,8363975.0,623496.32,13716.92,8363.98,0.62
2021-07-10,Khavda Renewable Energy Park,6134.921562516693,35582.55,29177691.0,17791275.0,1326258.68,29177.69,17791.28,1.33
2021-07-11,Khavda Renewable Energy Park,654.2839312957029,3794.85,3111777.0,1897425.0,141444.41,3111.78,1897.42,0.14
2021-07-12,Khavda Renewable Energy Park,62.09653431573073,360.16,295331.2,180080.0,13424.15,295.33,180.08,0.01
2021-07-13,Khavda Renewable Energy Park,834.1933847328431,4838.32,3967422.4,2419160.0,180337.38,3967.42,2419.16,0.18
2021-07-14,Khavda Renewable Energy Park,2982.098261103239,17296.17,14182859.4,8648085.0,644675.43,14182.86,8648.08,0.64
2021-07-15,Khavda Renewable Energy Park,1498.7357989963975,8692.67,7127989.4,4346335.0,323999.52,7127.99,4346.34,0.32
2021-07-16,Khavda Renewable Energy Park,4652.403481286266,26983.94,22126830.8,13491970.0,1005765.04,22126.83,13491.97,1.01
2021-07-17,Khavda Renewable Energy Park,5394.98404788701,31290.91,25658546.2,15645455.0,1166297.55,25658.55,15645.46,1.17
2021-07-18,Khavda Renewable Energy Park,1460.259776100021,8469.51,6944998.2,4234755.0,315681.74,6945.0,4234.76,0.32
2021-07-19,Khavda Renewable Energy Park,867.8738609197167,5033.67,4127609.4,2516835.0,187618.61,4127.61,2516.84,0.19
2021-07-20,Khavda Renewable Energy Park,1996.631270121785,11580.46,9495977.2,5790230.0,431635.33,9495.98,5790.23,0.43
2021-07-21,Khavda Renewable Energy Park,4188.423972246311,24292.86,19920145.2,12146430.0,905461.15,19920.15,12146.43,0.91
2021-07-22,Khavda Renewable Energy Park,3682.4078449635167,21357.97,17513535.4,10678985.0,796069.79,17513.54,10678.98,0.8
2021-07-23,Khavda Renewable Energy Park,1596.035971626154,9257.01,7590748.2,4628505.0,345034.01,7590.75,4628.5,0.35
2021-07-24,Khavda Renewable Energy Park,17.791258680825962,103.19,84615.8,51595.0,3846.17,84.62,51.6,0.0
2021-07-25,Khavda Renewable Energy Park,96.15282031311642,557.69,457305.8,278845.0,20786.63,457.31,278.85,0.02
2021-07-26,Khavda Renewable Energy Park,247.80672024807305,1437.28,1178569.6,718640.0,53571.35,1178.57,718.64,0.05
2021-07-27,Khavda Renewable Energy Park,19.314071978287576,112.02,91856.4,56010.0,4175.29,91.86,56.01,0.0
2021-07-28,Khavda Renewable Energy Park,98.19833158949848,569.55,467031.0,284775.0,21228.68,467.03,284.77,0.02
2021-07-29,Khavda Renewable Energy Park,565.3608558643622,3279.09,2688853.8,1639545.0,122220.63,2688.85,1639.54,0.12
2021-07-30,Khavda Renewable Energy Park,1632.2650233120069,9467.14,7763054.8,4733570.0,352866.13,7763.05,4733.57,0.35
2021-07-31,Khavda Renewable Energy Park,439.4089510546795,2548.57,2089827.4,1274285.0,94992.15,2089.83,1274.29,0.09
2021-08-01,Khavda Renewable Energy Park,201.66924674758704,1169.68,959137.6,584840.0,43597.16,959.14,584.84,0.04
2021-08-02,Khavda Renewable Energy Park,1245.045573616567,7221.26,5921433.2,3610630.0,269156.05,5921.43,3610.63,0.27
2021-08-03,Khavda Renewable Energy Park,91.30289270078536,529.56,434239.2,264780.0,19738.15,434.24,264.78,0.02
2021-08-04,Khavda Renewable Energy Park,1704.292386302742,9884.9,8105618.0,4942450.0,368437.18,8105.62,4942.45,0.37
2021-08-05,Khavda Renewable Energy Park,2072.554095864553,12020.81,9857064.2,6010405.0,448048.37,9857.06,6010.4,0.45
2021-08-06,Khavda Renewable Energy Park,551.3169431267721,3197.64,2622064.8,1598820.0,119184.76,2622.06,1598.82,0.12
2021-08-07,Khavda Renewable Energy Park,6639.305051795531,38507.97,31576535.4,19253985.0,1435297.06,31576.54,19253.98,1.44
2021-08-08,Khavda Renewable Energy Park,8149.869001804835,47269.24,38760776.8,23634620.0,1761853.49,38760.78,23634.62,1.76
2021-08-09,Khavda Renewable Energy Park,5363.858958830401,31110.38,25510511.6,15555190.0,1159568.71,25510.51,15555.19,1.16
2021-08-10,Khavda Renewable Energy Park,3518.279159419673,20406.02,16732936.4,10203010.0,760588.02,16732.94,10203.01,0.76
2021-08-11,Khavda Renewable Energy Park,3941.440177592591,22860.35,18745487.0,11430175.0,852067.59,18745.49,11430.18,0.85
2021-08-12,Khavda Renewable Energy Park,1925.843846067652,11169.89,9159309.8,5584945.0,416332.26,9159.31,5584.94,0.42
2021-08-13,Khavda Renewable Energy Park,2509.4418724982474,14554.76,11934903.2,7277380.0,542495.6,11934.9,7277.38,0.54
2021-08-14,Khavda Renewable Energy Park,3490.4159642133386,20244.41,16600416.2,10122205.0,754564.37,16600.42,10122.2,0.75
2021-08-15,Khavda Renewable Energy Park,3787.655092990175,21968.4,18014088.0,10984200.0,818822.18,18014.09,10984.2,0.82
2021-08-16,Khavda Renewable Energy Park,5791.784029431105,33592.35,27545727.0,16796175.0,1252078.5,27545.73,16796.18,1.25
2021-08-17,Khavda Renewable Energy Park,7933.767203603189,46015.85,37732997.0,23007925.0,1715136.23,37733.0,23007.92,1.72
2021-08-18,Khavda Renewable Energy Park,7935.55480561767,46026.22,37741500.4,23013110.0,1715522.75,37741.5,23013.11,1.72
2021-08-19,Khavda Renewable Energy Park,9766.5131963581,56645.78,46449539.6,28322890.0,2111342.71,46449.54,28322.89,2.11
2021-08-20,Khavda Renewable Energy Park,5275.032755920568,30595.19,25088055.8,15297595.0,1140366.17,25088.06,15297.6,1.14
2021-08-21,Khavda Renewable Energy Park,2457.0933166484087,14251.14,11685934.8,7125570.0,531178.85,11685.93,7125.57,0.53
2021-08-22,Khavda Renewable Energy Park,1132.4846898928308,6568.41,5386096.2,3284205.0,244822.55,5386.1,3284.2,0.24
2021-08-23,Khavda Renewable Energy Park,7363.9189224191505,42710.73,35022798.6,21355365.0,1591945.39,35022.8,21355.36,1.59
2021-08-24,Khavda Renewable Energy Park,3110.462795055181,18040.68,14793357.6,9020340.0,672425.35,14793.36,9020.34,0.67
2021-08-25,Khavda Renewable Energy Park,2718.366619320476,15766.53,12928554.6,7883265.0,587661.57,12928.55,7883.26,0.59
2021-08-26,Khavda Renewable Energy Park,1891.7878497676145,10972.37,8997343.4,5486185.0,408970.15,8997.34,5486.18,0.41
2021-08-27,Khavda Renewable Energy Park,2510.637468459437,14561.7,11940594.0,7280850.0,542754.27,11940.59,7280.85,0.54
2021-08-28,Khavda Renewable Energy Park,6979.984510268363,40483.91,33196806.2,20241955.0,1508945.74,33196.81,20241.96,1.51
2021-08-29,Khavda Renewable Energy Park,10194.584590375176,59128.59,48485443.8,29564295.0,2203883.81,48485.44,29564.3,2.2
2021-08-30,Khavda Renewable Energy Park,5692.923720466659,33018.96,27075547.2,16509480.0,1230706.69,27075.55,16509.48,1.23
2021-08-31,Khavda Renewable Energy Park,3156.2734948310163,18306.39,15011239.8,9153195.0,682329.08,15011.24,9153.2,0.68
2021-09-01,Khavda Renewable Energy Park,92.24480260269692,535.02,438716.4,267510.0,19941.65,438.72,267.51,0.02
2021-09-02,Khavda Renewable Energy Park,65.37785007820766,379.19,310935.8,189595.0,14133.45,310.94,189.6,0.01
2021-09-03,Khavda Renewable Energy Park,2632.8157212737624,15270.33,12521670.6,7635165.0,569166.85,12521.67,7635.16,0.57
2021-09-04,Khavda Renewable Energy Park,1519.7171622974165,8814.36,7227775.2,4407180.0,328535.24,7227.78,4407.18,0.33
2021-09-05,Khavda Renewable Energy Park,3064.2573639777497,17772.69,14573605.8,8886345.0,662436.63,14573.61,8886.34,0.66
2021-09-06,Khavda Renewable Energy Park,3334.028688192089,19337.37,15856643.4,9668685.0,720756.52,15856.64,9668.68,0.72
2021-09-07,Khavda Renewable Energy Park,1076.7661801842803,6245.24,5121096.8,3122620.0,232777.13,5121.1,3122.62,0.23
2021-09-08,Khavda Renewable Energy Park,220.876082504024,1281.08,1050485.6,640540.0,47749.35,1050.49,640.54,0.05
2021-09-09,Khavda Renewable Energy Park,58.16351559345485,337.35,276627.0,168675.0,12573.95,276.63,168.68,0.01
2021-09-10,Khavda Renewable Energy Park,124.30266840570673,720.96,591187.2,360480.0,26872.15,591.19,360.48,0.03
2021-09-11,Khavda Renewable Energy Park,443.16086762661735,2570.33,2107670.6,1285165.0,95803.21,2107.67,1285.16,0.1
2021-09-12,Khavda Renewable Energy Park,385.2143224940112,2234.24,1832076.8,1117120.0,83276.22,1832.08,1117.12,0.08
2021-09-13,Khavda Renewable Energy Park,148.84268239943788,863.29,707897.8,431645.0,32177.17,707.9,431.64,0.03
2021-09-14,Khavda Renewable Energy Park,539.9304183542604,3131.6,2567912.0,1565800.0,116723.27,2567.91,1565.8,0.12
2021-09-15,Khavda Renewable Energy Park,1856.80989984638,10769.5,8830990.0,5384750.0,401408.64,8830.99,5384.75,0.4
2021-09-16,Khavda Renewable Energy Park,9776.115102414484,56701.47,46495205.4,28350735.0,2113418.43,46495.21,28350.74,2.11
2021-09-17,Khavda Renewable Energy Park,9034.314115819618,52399.02,42967196.4,26199510.0,1953054.38,42967.2,26199.51,1.95
2021-09-18,Khavda Renewable Energy Park,3551.7802699939894,20600.33,16892270.6,10300165.0,767830.48,16892.27,10300.17,0.77
2021-09-19,Khavda Renewable Energy Park,1019.4393922294016,5912.75,4848455.0,2956375.0,220384.32,4848.46,2956.38,0.22
2021-09-20,Khavda Renewable Energy Park,2732.2494964212165,15847.05,12994581.0,7923525.0,590662.77,12994.58,7923.52,0.59
2021-09-21,Khavda Renewable Energy Park,1939.000578517658,11246.2,9221884.0,5623100.0,419176.55,9221.88,5623.1,0.42
2021-09-22,Khavda Renewable Energy Park,5108.555475141755,29629.62,24296288.4,14814810.0,1104376.75,24296.29,14814.81,1.1
2021-09-23,Khavda Renewable Energy Park,1681.1838175089604,9750.87,7995713.4,4875435.0,363441.52,7995.71,4875.44,0.36
2021-09-24,Khavda Renewable Energy Park,1308.0335916062722,7586.59,6221003.8,3793295.0,282772.9,6221.0,3793.3,0.28
2021-09-25,Khavda Renewable Energy Park,4709.160615159083,27313.13,22396766.6,13656565.0,1018034.85,22396.77,13656.56,1.02
2021-09-26,Khavda Renewable Energy Park,7043.3481296102345,40851.42,33498164.4,20425710.0,1522643.84,33498.16,20425.71,1.52
2021-09-27,Khavda Renewable Energy Park,3781.717369486374,21933.96,17985847.2,10966980.0,817538.51,17985.85,10966.98,0.82
2021-09-28,Khavda Renewable Energy Park,1499.750068922221,8698.55,7132811.0,4349275.0,324218.68,7132.81,4349.27,0.32
2021-09-29,Khavda Renewable Energy Park,533.515617761136,3094.39,2537399.8,1547195.0,115336.35,2537.4,1547.2,0.12
2021-09-30,Khavda Renewable Energy Park,38.7377012063921,224.68,184237.6,112340.0,8374.44,184.24,112.34,0.01
2021-10-01,Khavda Renewable Energy Park,1539.8801314068232,8931.3,7323666.0,4465650.0,332893.91,7323.67,4465.65,0.33
2021-10-02,Khavda Renewable Energy Park,6580.061391891605,38164.36,31294775.2,19082180.0,1422489.78,31294.78,19082.18,1.42
2021-10-03,Khavda Renewable Energy Park,6988.079010958438,40530.86,33235305.2,20265430.0,1510695.69,33235.31,20265.43,1.51
2021-10-04,Khavda Renewable Energy Park,6683.828007177543,38766.2,31788284.0,19383100.0,1444922.0,31788.28,19383.1,1.44
2021-10-05,Khavda Renewable Energy Park,8282.142406138528,48036.43,39389872.6,24018215.0,1790448.75,39389.87,24018.22,1.79
2021-10-06,Khavda Renewable Energy Park,9264.942534308886,53736.67,44064069.4,26868335.0,2002912.25,44064.07,26868.34,2.0
2021-10-07,Khavda Renewable Energy Park,6597.641432278832,38266.32,31378382.4,19133160.0,1426290.11,31378.38,19133.16,1.43
2021-10-08,Khavda Renewable Energy Park,11917.172214520937,69119.6,56678072.0,34559800.0,2576276.0,56678.07,34559.8,2.58
2021-10-09,Khavda Renewable Energy Park,11034.860497333482,64002.19,52481795.8,32001095.0,2385536.17,52481.8,32001.1,2.39
2021-10-10,Khavda Renewable Energy Park,11297.21127314433,65523.83,53729540.6,32761915.0,2442251.85,53729.54,32761.92,2.44
2021-10-11,Khavda Renewable Energy Park,11592.064365260214,67233.97,55131855.4,33616985.0,2505993.43,55131.86,33616.98,2.51
2021-10-12,Khavda Renewable Energy Park,11468.950388027051,66519.91,54546326.2,33259955.0,2479378.46,54546.33,33259.96,2.48
2021-10-13,Khavda Renewable Energy Park,11936.941139343038,69234.26,56772093.2,34617130.0,2580549.69,56772.09,34617.13,2.58
2021-10-14,Khavda Renewable Energy Park,12609.314043291406,73134.02,59969896.4,36567010.0,2725904.38,59969.9,36567.01,2.73
2021-10-15,Khavda Renewable Energy Park,11552.860897306373,67006.59,54945403.8,33503295.0,2497518.35,54945.4,33503.3,2.5
2021-10-16,Khavda Renewable Energy Park,12108.432782707489,70228.91,57587706.2,35114455.0,2617623.01,57587.71,35114.46,2.62
2021-10-17,Khavda Renewable Energy Park,12111.412532939396,70246.19,57601875.8,35123095.0,2618267.08,57601.88,35123.1,2.62
2021-10-18,Khavda Renewable Energy Park,11682.661482174117,67759.44,55562740.8,33879720.0,2525579.13,55562.74,33879.72,2.53
2021-10-19,Khavda Renewable Energy Park,11570.27437013721,67107.59,55028223.8,33553795.0,2501282.9,55028.22,33553.8,2.5
2021-10-20,Khavda Renewable Energy Park,11433.051807806729,66311.7,54375594.0,33155850.0,2471617.91,54375.59,33155.85,2.47
2021-10-21,Khavda Renewable Energy Park,9433.69698265339,54715.44,44866660.8,27357720.0,2039393.67,44866.66,27357.72,2.04
2021-10-22,Khavda Renewable Energy Park,8073.554274573543,46826.61,38397820.2,23413305.0,1745355.46,38397.82,23413.3,1.75
2021-10-23,Khavda Renewable Energy Park,8739.844208173472,50691.1,41566702.0,25345550.0,1889395.55,41566.7,25345.55,1.89
2021-10-24,Khavda Renewable Energy Park,11021.69501562222,63925.83,52419180.6,31962915.0,2382690.03,52419.18,31962.92,2.38
2021-10-25,Khavda Renewable Energy Park,11139.47265385479,64608.94,52979330.8,32304470.0,2408151.4,52979.33,32304.47,2.41
2021-10-26,Khavda Renewable Energy Park,11026.989098693562,63956.54,52444362.8,31978270.0,2383834.67,52444.36,31978.27,2.38
2021-10-27,Khavda Renewable Energy Park,10515.046787756728,60987.27,50009561.4,30493635.0,2273161.88,50009.56,30493.64,2.27
2021-10-28,Khavda Renewable Energy Park,10592.594160748986,61437.05,50378381.0,30718525.0,2289926.41,50378.38,30718.52,2.29
2021-10-29,Khavda Renewable Energy Park,10554.7183598822,61217.37,50198243.4,30608685.0,2281738.34,50198.24,30608.68,2.28
2021-10-30,Khavda Renewable Energy Park,7743.888009577063,44914.55,36829931.0,22457275.0,1674087.77,36829.93,22457.28,1.67
2021-10-31,Khavda Renewable Energy Park,8579.778684941373,49762.72,40805430.4,24881360.0,1854792.29,40805.43,24881.36,1.85
2021-11-01,Khavda Renewable Energy Park,11189.06851741208,64896.6,53215212.0,32448300.0,2418873.27,53215.21,32448.3,2.42
2021-11-02,Khavda Renewable Energy Park,10690.935271972785,62007.42,50846084.4,31003710.0,2311185.65,50846.08,31003.71,2.31
2021-11-03,Khavda Renewable Energy Park,10092.56159516263,58536.86,48000225.2,29268430.0,2181828.42,48000.23,29268.43,2.18
2021-11-04,Khavda Renewable Energy Park,9796.862175410091,56821.8,46593876.0,28410900.0,2117903.45,46593.88,28410.9,2.12
2021-11-05,Khavda Renewable Energy Park,3848.0208062634088,22318.52,18301186.4,11159260.0,831872.11,18301.19,11159.26,0.83
2021-11-06,Khavda Renewable Energy Park,1636.1693640362614,9489.78,7781619.6,4744890.0,353709.98,7781.62,4744.89,0.35
