date,site_name,data_type,generation_source,solar_generation_mw,total_generation_mw,daily_energy_mwh,grid_export_mwh,physics_baseline_mw,physics_baseline_mwh,cuf_daily,pr_daily,specific_yield_kwh_kwp,soiling_loss_pct,inverter_availability_pct,ghi_w_m2,effective_irradiance,cloud_factor,cell_temperature_c,temperature_factor,performance_ratio,capacity_factor,solar_zenith,solar_elevation,solar_azimuth,air_mass,clear_sky_irradiance_kwh_m2_day,poa_irradiance_w_m2
2021-03-19,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18459.280883420037,18459.280883420037,138444.61,137752.39,14097.78,81767.12,0.2884,0.7451,6.9222,8.57,100.0,1123.103448275862,6.090590000000001,0.935,51.106745363906796,0.9086263912263262,0.82,0.2884,25.533380499813703,64.4666195001863,160.7464410784703,1.107650423002669,5.337103363454042,1002.8749732596582
2021-03-20,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17570.608667430668,17570.608667430668,131779.57,131120.67,14184.34,82269.17,0.2745,0.7496,6.589,9.14,100.0,1140.0,6.388845000000001,0.96625,49.51259829814596,0.9142059059564891,0.82,0.2745,25.134226831822332,64.86577316817767,160.630754829348,1.104010552360971,5.351845700336304,1002.9988940258027
2021-03-21,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,16996.40976447463,16996.40976447463,127473.07,126835.7,14299.19,82935.3,0.2656,0.7557,6.3737,9.71,100.0,1135.0,6.522655833333333,0.9908333333333333,47.39771181007808,0.9216080086647267,0.82,0.2656,24.73521246793014,65.26478753206986,160.51309365615475,1.100448882156589,5.3662490892909345,1002.8093251849032
2021-03-22,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18308.124005504127,18308.124005504127,137310.93,136624.38,14354.49,83256.04,0.2861,0.7586,6.8655,10.29,100.0,1122.2413793103449,6.04523375,0.92875,46.37935971018776,0.9251722410143428,0.82,0.2861,24.336465114917587,65.66353488508241,160.3932279744879,1.096965353011,5.380307986828446,1002.4717801446338
2021-03-23,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17114.40869154534,17114.40869154534,128358.07,127716.28,14076.94,81646.25,0.2674,0.744,6.4179,10.86,100.0,1164.1379310344828,6.265293333333333,0.9279166666666667,51.49047350290523,0.9072833427398317,0.82,0.2674,23.938112423479197,66.0618875765208,160.27091023193566,1.093559843208105,5.394017288657356,1002.7172258336536
2021-03-24,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17684.555091489816,17684.555091489816,132634.16,131970.99,14025.18,81346.04,0.2763,0.7412,6.6317,11.43,100.0,1172.4137931034484,6.7745,0.99625,52.443562577778984,0.9039475309777736,0.82,0.2763,23.54028182297803,66.45971817702197,160.14587225805212,1.0902321698412443,5.407372337576665,1002.5118909716524
2021-03-25,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,16988.648282402406,16988.648282402406,127414.86,126777.79,13854.86,80358.19,0.2654,0.7322,6.3707,12.0,100.0,1189.6551724137933,6.322125000000001,0.91625,55.580059409651234,0.8929697920662207,0.82,0.2654,23.14310028756485,66.85689971243515,160.01782243160358,1.086982089491733,5.420368933336978,1002.3546647160318
2021-03-26,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18336.254383248972,18336.254383248972,137521.91,136834.3,13920.14,80736.81,0.2865,0.7357,6.8761,4.0,100.0,1192.0689655172414,6.914,1.0,54.37784342804762,0.8971775480018334,0.82,0.2865,22.74669393227211,67.25330606772789,159.88644290046864,1.0838092977142693,5.433003348768112,1001.9670973916208
2021-03-27,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18745.969770984688,18745.969770984688,140594.77,139891.8,14112.41,81851.98,0.2929,0.7458,7.0297,4.57,100.0,1195.6896551724137,6.935,1.0,50.83720684147646,0.9095697760548324,0.82,0.2929,22.351187479354934,67.64881252064507,159.75138721716985,1.0807134278383195,5.445272349413791,1001.537244103805
2021-03-28,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19728.683776321002,19728.683776321002,147965.13,147225.3,14263.2,82726.56,0.3083,0.7538,7.3983,5.14,100.0,1207.9310344827586,4.729050000000001,0.675,48.06043759462719,0.9192884684188048,0.82,0.3083,21.95670385912041,68.04329614087959,159.612279004323,1.077694051222012,5.457173204196836,1001.1522604150614
2021-03-29,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19855.946422299,19855.946422299,148919.6,148175.0,14390.83,83466.81,0.3102,0.7606,7.446,5.71,100.0,1212.2413793103449,6.03787125,0.85875,45.71012842871238,0.9275145504995067,0.82,0.3102,21.563364334165286,68.43663566583471,159.4687121896509,1.0747506816501118,5.4687036708531025,1000.6186900686876
2021-03-30,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17672.043764974725,17672.043764974725,132540.33,131877.63,14379.6,83401.68,0.2761,0.76,6.627,6.29,95.0,1185.0,6.1914275000000005,0.9008333333333334,45.91709147335088,0.9267901798432719,0.82,0.2761,21.171289350687232,68.82871064931277,159.32025306305354,1.071882784719022,5.479861950280688,999.6603489283973
2021-03-31,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18095.233990664394,18095.233990664394,135714.25,135035.68,14035.4,81405.32,0.2827,0.7418,6.7857,6.86,100.0,1228.7931034482758,7.127,1.0,52.25533842524629,0.904606315511638,0.82,0.2827,20.780599915447326,69.21940008455267,159.16644377026296,1.0690897899595067,5.490646622305473,999.4791892676735
2021-04-01,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18042.446963612685,18042.446963612685,135318.35,134641.76,13705.98,79494.68,0.2819,0.7244,6.7659,7.43,100.0,1255.1724137931035,7.28,1.0,58.32149340812533,0.8833747730715613,0.82,0.2819,20.39141894491685,69.60858105508315,159.00680633074796,1.0663711013296957,5.501056588647761,999.0399206521846
2021-04-02,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17289.06031001688,17289.06031001688,129667.95,129019.61,13997.03,81182.77,0.2701,0.7397,6.4834,8.0,100.0,1255.0,7.279,1.0,52.96187695972666,0.9021334306409567,0.82,0.2701,20.003872023038213,69.99612797696179,158.8408461331237,1.0637261023845463,5.511091045790796,998.2361632533027
2021-04-03,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17863.948028949988,17863.948028949988,133979.61,133309.71,14043.32,81451.26,0.2791,0.7422,6.699,8.57,100.0,1234.3103448275863,7.159,1.0,52.1095032483811,0.9051167386306661,0.82,0.2791,19.618087359953137,70.38191264004686,158.66805414410123,1.061154155476683,5.520749492741839,997.1392974090014
2021-04-04,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17635.44632161336,17635.44632161336,132265.85,131604.52,14101.22,81787.08,0.2756,0.7453,6.6133,9.14,100.0,1219.8275862068965,7.072052083333334,0.9995833333333334,51.043259387167936,0.9088485921449122,0.82,0.2756,19.234195179766985,70.76580482023301,158.48790765832268,1.0586545973609542,5.530031760381825,996.0630805967958
2021-04-05,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17985.56170990162,17985.56170990162,134891.71,134217.25,14326.05,83091.09,0.281,0.7571,6.7446,9.71,100.0,1228.448275862069,7.125,1.0,46.90306213508147,0.9233392825272149,0.82,0.281,18.852326986970482,71.14767301302952,158.29986976258783,1.0562267346339134,5.538938042072118,995.2062440303976
2021-04-06,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17309.633310274843,17309.633310274843,129822.25,129173.14,14365.29,83318.68,0.2705,0.7592,6.4911,10.29,100.0,1222.5862068965519,7.0880454166666675,0.9995833333333334,46.18050214804795,0.9258682424818322,0.82,0.2705,18.472615057345934,71.52738494265407,158.10338772282284,1.0538698412263012,5.547468911899522,994.1295108963016
2021-04-07,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,16676.42061112221,16676.42061112221,125073.15,124447.78,14260.31,82709.8,0.2606,0.7537,6.2537,10.86,100.0,1224.3103448275863,6.9057225,0.9725,48.11374848693376,0.9191018802957318,0.82,0.2606,18.095192226706004,71.904807773294,157.89789046993053,1.0515831581213102,5.555625329100571,993.092323031685
2021-04-08,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,15768.031913684361,15768.031913684361,118260.24,117668.94,13780.38,79926.2,0.2464,0.7283,5.913,11.43,100.0,1255.0,7.121288333333333,0.9783333333333334,56.951593913067434,0.888169421304264,0.82,0.2464,17.72019188379572,72.27980811620428,157.68278523965046,1.0493658944269788,5.5634086336572075,992.3461073067341
2021-04-09,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,16316.55116386405,16316.55116386405,122374.13,121762.26,13926.62,80774.4,0.2549,0.736,6.1187,12.0,100.0,1261.0344827586207,7.304857500000001,0.99875,54.258483435147255,0.8975953079769846,0.82,0.2549,17.347748070432914,72.65225192956709,157.45745358352542,1.0472172290396957,5.570820537577851,991.2639840561817
2021-04-10,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18050.473128926555,18050.473128926555,135378.55,134701.66,13839.72,80270.38,0.282,0.7314,6.7689,4.0,100.0,1271.3793103448277,7.235737499999999,0.98125,55.85886277000547,0.8919939803049808,0.82,0.282,16.977995665322865,73.02200433467713,157.221247190197,1.0451363126658861,5.57786311324079,990.1863381591821
2021-04-11,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17756.309614882128,17756.309614882128,133172.32,132506.46,14048.56,81481.65,0.2774,0.7425,6.6586,4.57,97.0,1236.7241379310344,6.95482125,0.9695833333333334,52.013101296599686,0.9054541454619011,0.82,0.2774,16.611070660157452,73.38892933984255,156.97348392320725,1.0431222701764316,5.584538778934946,988.5368750205271
2021-04-12,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19632.406975186466,19632.406975186466,147243.05,146506.83,14199.14,82355.01,0.3068,0.7504,7.3622,5.14,100.0,1236.5517241379312,7.1421166666666664,0.9958333333333333,49.24007246878206,0.9151597463592628,0.82,0.3068,16.24711047796717,73.75288952203283,156.71344442747272,1.0411742029545676,5.590850283707079,987.2477112934084
2021-04-13,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18974.745129034938,18974.745129034938,142310.59,141599.04,14139.9,82011.42,0.2965,0.7473,7.1155,5.71,100.0,1265.8620689655172,7.314467499999999,0.99625,50.330959962400044,0.9113416401315999,0.82,0.2965,15.886254260404812,74.11374573959519,156.44036935150712,1.0392911908372062,5.596800694065268,986.2615865842058
2021-04-14,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17929.626101614944,17929.626101614944,134472.2,133799.84,14301.35,82947.83,0.2802,0.7558,6.7236,6.29,100.0,1252.2413793103449,6.4338075,0.8858333333333334,47.357911279310635,0.9217473105224128,0.82,0.2802,15.528643081484063,74.47135691851594,156.15345715660237,1.037472293483836,5.602393383675361,984.7317652311748
2021-04-15,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18671.55443581242,18671.55443581242,140036.66,139336.48,14401.79,83530.38,0.2917,0.7611,7.0018,6.86,100.0,1232.5862068965519,6.02601125,0.8429166666666666,45.50839292892414,0.9282206247487655,0.82,0.2917,15.174420116524402,74.8255798834756,155.8518623385046,1.0357165513972382,5.6076320247439675,983.0917441598416
2021-04-16,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18007.952983011364,18007.952983011364,135059.65,134384.35,14296.05,82917.09,0.2814,0.7556,6.753,7.43,100.0,1199.3103448275863,6.637183333333334,0.9541666666666667,47.455538583024804,0.9214056149594132,0.82,0.2814,14.823730808253941,75.17626919174606,155.53469372994505,1.0340229868494484,5.613627564135028,981.456492260341
2021-04-17,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17849.409848784893,17849.409848784893,133870.57,133201.22,14205.26,82390.51,0.2789,0.7508,6.6935,8.0,100.0,1202.9310344827586,5.482759166666667,0.7858333333333334,49.127453537390835,0.9155539126191321,0.82,0.2789,14.476723009535192,75.52327699046481,155.20101251461983,1.0323906046319589,5.619275775551562,980.2143773968131
2021-04-18,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17956.578791168606,17956.578791168606,134674.34,134000.97,14178.36,82234.49,0.2806,0.7493,6.7337,8.57,100.0,1239.4827586206898,6.47908625,0.90125,49.62274985797508,0.9138203754970873,0.82,0.2806,14.13354706712147,75.86645293287853,154.84982944921683,1.0308183925010435,5.624581161910432,979.320490002086
2021-04-19,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18208.426688147243,18208.426688147243,136563.2,135880.38,14282.77,82840.07,0.2845,0.7549,6.8282,9.14,100.0,1210.5172413793105,3.7562349999999993,0.5349999999999999,47.7000242731788,0.9205499150438742,0.82,0.2845,13.79435586016433,76.20564413983567,154.48010105732328,1.0293053214388306,5.629548498168107,977.6234159914321
2021-04-20,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17590.036387355365,17590.036387355365,131925.27,131265.64,14288.37,82872.55,0.2748,0.7551,6.5963,9.71,100.0,1193.9655172413793,4.264645833333334,0.6158333333333335,47.59692100905956,0.9209107764682916,0.82,0.2748,13.45930489291004,76.54069510708996,154.09072482556041,1.0278503462015964,5.634182823891668,976.0374409768248
2021-04-21,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18186.882883596732,18186.882883596732,136401.62,135719.61,14260.83,82712.81,0.2842,0.7537,6.8201,10.29,100.0,1187.9310344827586,6.551241666666666,0.9508333333333333,48.104120839761976,0.919135577060833,0.82,0.2842,13.128552518694832,76.87144748130517,153.68053367562698,1.026452406439658,5.638489431885822,974.5419718349497
2021-04-22,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,16834.73479087086,16834.73479087086,126260.51,125629.21,14195.51,82333.96,0.263,0.7502,6.313,10.86,100.0,1267.5862068965519,7.327493333333334,0.9966666666666667,49.30699419737738,0.9149255203091792,0.82,0.263,12.802260225723273,77.19773977427673,153.24829003995842,1.0251104280127072,5.642473855257305,974.0190300659051
2021-04-23,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17484.207724550724,17484.207724550724,131131.56,130475.9,14327.22,83097.88,0.2732,0.7572,6.5566,11.43,100.0,1260.8620689655172,7.313,1.0,46.88151003893056,0.923414714863743,0.82,0.2732,12.480592794492708,77.51940720550729,152.79267987530943,1.0238233237184349,5.646141857955204,972.455077473529
2021-04-24,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18289.128604233352,18289.128604233352,137168.46,136482.62,13996.26,81178.31,0.2858,0.7397,6.8584,12.0,100.0,1216.3793103448277,4.5152,0.64,52.976128852041285,0.9020835490178555,0.82,0.2858,12.163718198761003,77.836281801239,152.31230741860577,1.0225899930590605,5.649499431285987,970.4211977033395
2021-04-25,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18529.391704250498,18529.391704250498,138970.44,138275.59,13918.28,80726.02,0.2895,0.7356,6.9485,4.0,100.0,1186.7241379310344,5.87636125,0.85375,54.41218618584219,0.8970573483495523,0.82,0.2895,11.851807401068626,78.14819259893137,151.8056920861311,1.0214093218127376,5.652552791559502,968.5349211698374
2021-04-26,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19278.290858522196,19278.290858522196,144587.18,143864.24,14060.46,81550.67,0.3012,0.7431,7.2294,4.57,100.0,1141.7241379310344,5.664569166666667,0.8554166666666667,51.79386562090633,0.9062214703268279,0.82,0.3012,11.545034437790562,78.45496556220944,151.27126934539007,1.0202801829210673,5.655308369131477,966.4445506155482
2021-04-27,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18387.800608539837,18387.800608539837,137908.5,137218.96,14033.35,81393.43,0.2873,0.7417,6.8954,5.14,100.0,1258.6206896551726,6.670375,0.9137500000000001,52.29316816619309,0.9044739114183242,0.82,0.2873,11.243577138146009,78.75642286185399,150.70739695892166,1.019201439699551,5.6577727822443284,966.2275241752618
2021-04-28,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18637.018410995133,18637.018410995133,139777.64,139078.75,14103.31,81799.2,0.2912,0.7454,6.9889,5.71,100.0,1275.0,6.791074999999999,0.9183333333333333,51.0047623348578,0.9089833318279977,0.82,0.2912,10.947618441395733,79.05238155860427,150.11236665108095,1.0181719508209914,5.659952799098921,964.8122545926392
2021-04-29,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18295.76152256748,18295.76152256748,137218.21,136532.12,14196.37,82338.95,0.2859,0.7503,6.8609,6.29,100.0,1237.0689655172414,4.917864583333334,0.6854166666666668,49.291064111250066,0.9149812756106248,0.82,0.2859,10.657347832541461,79.34265216745854,149.48441970912302,1.0171905751122614,5.661855300813172,962.7415882980334
2021-04-30,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18157.07188311333,18157.07188311333,136178.04,135497.15,14223.76,82497.81,0.2837,0.7517,6.8089,6.86,100.0,1215.344827586207,4.781571666666667,0.6783333333333333,48.786733058081026,0.9167464342967164,0.82,0.2837,10.37296225541634,79.62703774458366,148.82176437585525,1.0162561740840008,5.663487258869296,960.8431027531673
2021-05-01,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,11870.798402450424,11870.798402450424,89030.99,88585.84,9531.73,55284.03,0.1855,0.5038,4.4515,7.43,100.0,1100.0,1.8395666666666666,0.28833333333333333,48.319305759847595,0.9183824298405334,0.82,0.1855,10.094666112381034,79.90533388761897,148.12259355219192,1.0153676113808279,5.664855732530566,957.8322845673703
2021-05-02,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18130.926559531337,18130.926559531337,135981.95,135302.04,14123.88,81918.5,0.2833,0.7465,6.7991,8.0,100.0,1218.9655172413793,5.440954166666667,0.7695833333333333,50.62602816612939,0.9103089014185471,0.82,0.2833,9.822670427440414,80.17732957255959,147.38510273534115,1.0145237500156248,5.665967880805107,957.55146384457
2021-05-03,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17433.93589245126,17433.93589245126,130754.52,130100.75,14205.11,82389.64,0.2724,0.7507,6.5377,8.57,100.0,1243.103448275862,6.107470833333333,0.8470833333333333,49.13024699252608,0.9155441355261587,0.82,0.2724,9.55719159544168,80.44280840455832,146.6075091821382,1.0137234491650582,5.666830977482192,956.1477089362695
2021-05-04,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18241.307564228555,18241.307564228555,136809.81,136125.76,14289.03,82876.37,0.285,0.7552,6.8405,9.14,100.0,1251.0344827586207,5.2424599999999995,0.7224999999999999,47.58477782922588,0.9209532775977094,0.82,0.285,9.298450166510548,80.70154983348945,145.7880733824585,1.0129655620375098,5.66745241937819,954.5435794517462
2021-05-05,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18328.676447333284,18328.676447333284,137465.07,136777.74,14272.16,82778.53,0.2864,0.7543,6.8733,9.71,100.0,1246.3793103448277,6.975985,0.965,47.89551767873169,0.919865688124439,0.82,0.2864,9.046669882312926,80.95333011768707,144.925123429179,1.0122489353484363,5.667839724228843,952.7832822285756
2021-05-06,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,16916.459885493492,16916.459885493492,126873.45,126239.08,14251.72,82659.98,0.2643,0.7532,6.3437,10.29,95.0,1254.6551724137933,7.240615,0.995,48.27195687841889,0.9185481509255339,0.82,0.2643,8.802076938348435,81.19792306165157,144.01708228488081,1.0115724101408694,5.668000519869931,951.1674743292583
2021-05-07,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17306.39395064099,17306.39395064099,129797.95,129148.96,14215.36,82449.09,0.2704,0.7513,6.4899,10.86,100.0,1192.0689655172414,6.320548333333333,0.9141666666666667,48.941406355721995,0.9162050777549731,0.82,0.2704,8.564899302023903,81.4351006979761,143.06249822800777,1.010934823337902,5.667942528677166,948.7166263319821
2021-05-08,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17532.316253104505,17532.316253104505,131492.37,130834.91,14176.31,82222.6,0.2739,0.7492,6.5746,11.43,100.0,1150.0,5.2776375,0.79125,49.66053402726857,0.91368813090456,0.82,0.2739,8.335365928398915,81.66463407160109,142.0600790976547,1.0103350095605446,5.667673550316552,946.5027460185859
2021-05-09,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17143.858449990505,17143.858449990505,128578.94,127936.05,14274.42,82791.64,0.2679,0.7544,6.4289,12.0,100.0,1180.5172413793105,3.882819583333334,0.5670833333333334,47.853798939654375,0.9200117037112097,0.82,0.2679,8.113705742099512,81.88629425790049,141.0087313056593,1.0097718029032285,5.667201444839036,945.1374543500563
2021-05-10,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,19456.84408861845,19456.84408861845,145926.33,145196.7,14311.08,83004.26,0.304,0.7563,7.2963,4.0,100.0,1254.4827586206898,5.854148333333333,0.8045833333333333,47.17885257140401,0.922374016000086,0.82,0.304,7.900146292519096,82.0998537074809,139.90760416582611,1.0092440385153536,5.666534117140571,944.2813098297836
2021-05-11,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17847.35539096155,17847.35539096155,133855.17,133185.89,14365.79,83321.58,0.2789,0.7592,6.6928,4.57,100.0,1253.2758620689656,6.439122500000001,0.8858333333333334,46.17139701913698,0.9259001104330206,0.82,0.2789,7.694912015562792,82.30508798443721,138.75613947079228,1.0087505539271473,5.66567950322102,942.5468829511099
2021-05-12,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18669.915372370237,18669.915372370237,140024.37,139324.25,14433.09,83711.92,0.2917,0.7628,7.0012,5.14,100.0,1211.0344827586207,6.105026666666666,0.8691666666666666,44.93197986059653,0.9302380704879122,0.82,0.2917,7.498222075909467,82.50177792409053,137.5541256687701,1.0082901901562793,5.664645558028241,940.3357704725756
2021-05-13,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17625.943111612454,17625.943111612454,132194.57,131533.6,14432.57,83708.91,0.2754,0.7628,6.6097,5.71,100.0,1264.8275862068965,6.785800000000001,0.925,44.941624658792804,0.9302043136942252,0.82,0.2754,7.31028780407091,82.68971219592909,136.30175540584275,1.0078617926987405,5.6634402442279175,939.2550367040817
2021-05-14,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17615.962726303387,17615.962726303387,132119.72,131459.12,14286.38,82861.0,0.2752,0.755,6.606,6.29,100.0,1248.9655172413793,6.332463333333333,0.8741666666666666,47.63366718355204,0.9207821648575678,0.82,0.2752,7.131309757765393,82.8686902422346,134.99968432932383,1.0074642124947648,5.662071521317251,937.3659669626978
2021-05-15,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18696.31813784855,18696.31813784855,140222.39,139521.28,13998.56,81191.65,0.2921,0.7398,7.0111,6.86,100.0,1259.6551724137933,5.1415975,0.70375,52.933866119135686,0.902231468583025,0.82,0.2921,6.96147443618645,83.03852556381355,133.6490879836818,1.0070963069061156,5.660547334853958,935.7970400250201
2021-05-16,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17308.040350601997,17308.040350601997,129810.3,129161.25,13217.64,76662.31,0.2704,0.6986,6.4905,7.43,100.0,1186.2068965517242,2.6459333333333337,0.3845833333333334,57.74115464087172,0.8854059587569489,0.82,0.2704,6.800950703950562,83.19904929604944,132.2517129301316,1.0067569407502892,5.659237819405636,933.3115979066337
2021-05-17,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,4697.294883593731,4697.294883593731,35229.71,35053.56,3788.17,21971.39,0.0734,0.2002,1.7615,8.0,100.0,1055.5172413793105,0.7397416666666661,0.12083333333333324,51.38696942495246,0.9076456070126664,0.82,0.0734,6.6498860569143545,83.35011394308565,130.80991839387337,1.0064449875336674,5.658150243953564,930.225640523822
2021-05-18,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,1042.5066390267966,1042.5066390267966,7818.8,7779.71,866.8,5027.44,0.0163,0.0458,0.3909,8.57,100.0,702.9310344827586,0.16308000000000014,0.040000000000000036,41.549221069397774,0.9420777262571078,0.82,0.0163,6.508402931585962,83.49159706841404,129.32670556688055,1.0061593310871921,5.656930027225984,924.5543245939944
2021-05-19,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,5395.555831323419,5395.555831323419,40466.67,40264.34,4731.74,27444.09,0.0843,0.2501,2.0233,9.14,100.0,1142.9310344827586,0.9225358333333332,0.13916666666666666,50.975601811046765,0.9090853936613363,0.82,0.0843,6.376595245664035,83.62340475433597,127.805732311199,1.0058988676964045,5.655584939542091,928.1804793869095
2021-05-20,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17416.41997724855,17416.41997724855,130623.15,129970.03,14235.46,82565.67,0.2721,0.7524,6.5312,9.71,100.0,1245.5172413793105,5.589569999999999,0.7737499999999999,48.57123566581081,0.9175006751696622,0.82,0.2721,6.254525235270037,83.74547476472996,126.25131098235988,1.0056625085294641,5.654122663750593,927.8717322358364
2021-05-21,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18985.656313303392,18985.656313303392,142392.42,141680.46,14322.32,83069.46,0.2967,0.7569,7.1196,10.29,100.0,1243.2758620689656,5.366185833333334,0.7441666666666666,46.97173712360986,0.9230989200673655,0.82,0.2967,6.142220557658661,83.85777944234134,124.66838671233359,1.0054491819889635,5.652550776642815,926.3536345884536
2021-05-22,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17790.277549229744,17790.277549229744,133427.08,132759.94,14300.76,82944.41,0.278,0.7558,6.6714,10.86,100.0,1218.9655172413793,5.891666666666667,0.8333333333333333,47.368845721970814,0.9217090399731022,0.82,0.278,6.03967159756327,83.96032840243673,123.06249467293412,1.0052578355969097,5.65087673365214,924.5969813179281
2021-05-23,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,17123.71539484796,17123.71539484796,128427.87,127785.73,14274.11,82789.84,0.2676,0.7544,6.4214,11.43,100.0,1172.7586206896551,5.9092375,0.86875,47.85953235129755,0.9199916367704586,0.82,0.2676,5.94682905675262,84.05317094324738,121.43969747004127,1.005087437327239,5.649107857403513,922.6053038927046
2021-05-24,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,16986.802776550758,16986.802776550758,127401.02,126764.01,14247.28,82634.22,0.2654,0.753,6.3701,12.0,97.0,1249.1379310344828,6.75294375,0.9320833333333334,48.35364124961325,0.9182622556263537,0.82,0.2654,5.8636020411683205,84.13639795883168,119.80650714210032,1.0049369765569323,5.647251328983436,922.0721720686261
2021-05-25,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18125.243367652412,18125.243367652412,135939.33,135259.63,14379.18,83399.24,0.2832,0.7599,6.797,4.0,100.0,1236.896551724138,5.359575833333333,0.7470833333333333,45.92482171779171,0.926763123987729,0.82,0.2832,5.789856922812206,84.2101430771878,118.16979730919309,1.0048054649199503,5.6453141800534015,920.5254324096181
2021-05-26,Khavda Renewable Energy Park,SIMULATED,SIMULATED_PVLIB,18755.857943364652,18755.857943364652,140668.93,139965.59,14396.0,83496.8,0.2931,0.7608,7.0334,4.57,100.0,1227.4137931034484,5.096017499999999,0.7158333333333333,45.61491902815893,0.9278477834014438,0.82,0.2931,5.7254171422067515,84.27458285779325,116.53670897223691,1.0046919371701724,5.643303285099566,919.0366310007894
